frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto
"1","Dec 31, 2009 18:00:29.651780000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","0.0.0.0","255.255.255.255","17"
"2","Dec 31, 2009 18:00:29.652048000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","10.0.2.2","10.0.2.15","17"
"3","Dec 31, 2009 18:00:29.655825000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","0.0.0.0","255.255.255.255","17"
"4","Dec 31, 2009 18:00:29.655969000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","10.0.2.2","10.0.2.15","17"
"5","Dec 31, 2009 18:00:29.669413000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff",,,
"6","Dec 31, 2009 18:00:29.975342000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff",,,
"7","Dec 31, 2009 18:00:30.971198000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff",,,
"8","Dec 31, 2009 18:00:32.055129000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"9","Dec 31, 2009 18:00:32.103465000 CST","08:00:27:91:fd:44","01:00:5e:00:00:16","10.0.2.15","224.0.0.22","2"
"10","Dec 31, 2009 18:00:32.106181000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","10.0.2.2","10.0.2.15","1"
"11","Dec 31, 2009 18:00:32.809491000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"12","Dec 31, 2009 18:00:32.976430000 CST","08:00:27:91:fd:44","01:00:5e:00:00:16","10.0.2.15","224.0.0.22","2"
"13","Dec 31, 2009 18:00:32.976559000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","10.0.2.2","10.0.2.15","1"
"14","Dec 31, 2009 18:00:33.557594000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"15","Dec 31, 2009 18:00:34.308827000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"16","Dec 31, 2009 18:00:35.101746000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"17","Dec 31, 2009 18:00:35.851451000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"18","Dec 31, 2009 18:00:36.603080000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"19","Dec 31, 2009 18:00:37.355116000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"20","Dec 31, 2009 18:00:37.988225000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff",,,
"21","Dec 31, 2009 18:00:37.988378000 CST","52:54:00:12:35:00","08:00:27:91:fd:44",,,
"22","Dec 31, 2009 18:00:37.989474000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"23","Dec 31, 2009 18:00:37.991481000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"24","Dec 31, 2009 18:00:37.992555000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"25","Dec 31, 2009 18:00:38.036713000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"26","Dec 31, 2009 18:00:38.079678000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"27","Dec 31, 2009 18:00:38.087795000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"28","Dec 31, 2009 18:00:38.087851000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"29","Dec 31, 2009 18:00:38.089612000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"30","Dec 31, 2009 18:00:38.106552000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"31","Dec 31, 2009 18:00:38.108150000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"32","Dec 31, 2009 18:00:38.188406000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"33","Dec 31, 2009 18:00:38.188552000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"34","Dec 31, 2009 18:00:38.189824000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"35","Dec 31, 2009 18:00:38.267366000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"36","Dec 31, 2009 18:00:38.269880000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"37","Dec 31, 2009 18:00:38.276446000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"38","Dec 31, 2009 18:00:38.279171000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.52","6"
"39","Dec 31, 2009 18:00:38.281169000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.52","10.0.2.15","6"
"40","Dec 31, 2009 18:00:38.281904000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.52","6"
"41","Dec 31, 2009 18:00:38.308052000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.52","6"
"42","Dec 31, 2009 18:00:38.308123000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"43","Dec 31, 2009 18:00:38.308211000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.52","10.0.2.15","6"
"44","Dec 31, 2009 18:00:38.308237000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"45","Dec 31, 2009 18:00:38.309886000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"46","Dec 31, 2009 18:00:38.310883000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"47","Dec 31, 2009 18:00:38.312089000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.52","10.0.2.15","6"
"48","Dec 31, 2009 18:00:38.312166000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"49","Dec 31, 2009 18:00:38.313188000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"50","Dec 31, 2009 18:00:38.313339000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"51","Dec 31, 2009 18:00:38.314237000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"52","Dec 31, 2009 18:00:38.314260000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"53","Dec 31, 2009 18:00:38.428033000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"54","Dec 31, 2009 18:00:38.428179000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"55","Dec 31, 2009 18:00:38.429217000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"56","Dec 31, 2009 18:00:38.429315000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"57","Dec 31, 2009 18:00:38.432548000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.52","6"
"58","Dec 31, 2009 18:00:38.432667000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.52","10.0.2.15","6"
"59","Dec 31, 2009 18:00:38.432836000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"60","Dec 31, 2009 18:00:38.432866000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"61","Dec 31, 2009 18:00:38.494444000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"62","Dec 31, 2009 18:00:38.510557000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.52","10.0.2.15","6"
"63","Dec 31, 2009 18:00:38.511195000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.52","10.0.2.15","6"
"64","Dec 31, 2009 18:00:38.511897000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.52","6"
"65","Dec 31, 2009 18:00:38.589519000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"66","Dec 31, 2009 18:00:38.590308000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"67","Dec 31, 2009 18:00:38.632016000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"68","Dec 31, 2009 18:00:38.632178000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"69","Dec 31, 2009 18:00:38.634792000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"70","Dec 31, 2009 18:00:38.790171000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"71","Dec 31, 2009 18:00:38.864260000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"72","Dec 31, 2009 18:00:38.865104000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"73","Dec 31, 2009 18:00:39.611410000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"74","Dec 31, 2009 18:00:39.612216000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"75","Dec 31, 2009 18:00:40.371513000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"76","Dec 31, 2009 18:00:40.371765000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"77","Dec 31, 2009 18:00:41.115774000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"78","Dec 31, 2009 18:00:41.117052000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"79","Dec 31, 2009 18:00:42.616044000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"80","Dec 31, 2009 18:00:44.118329000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"81","Dec 31, 2009 18:00:45.276737000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"82","Dec 31, 2009 18:00:45.276788000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"83","Dec 31, 2009 18:00:45.276939000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"84","Dec 31, 2009 18:00:45.276973000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"85","Dec 31, 2009 18:00:45.278129000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"86","Dec 31, 2009 18:00:45.278240000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"87","Dec 31, 2009 18:00:45.278401000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.52","6"
"88","Dec 31, 2009 18:00:45.278492000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.52","10.0.2.15","6"
"89","Dec 31, 2009 18:00:45.279407000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"90","Dec 31, 2009 18:00:45.280098000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"91","Dec 31, 2009 18:00:45.280783000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.50","10.0.2.15","6"
"92","Dec 31, 2009 18:00:45.281159000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"93","Dec 31, 2009 18:00:45.281458000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"94","Dec 31, 2009 18:00:45.281648000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.50","6"
"95","Dec 31, 2009 18:00:45.283560000 CST","52:54:00:12:35:00","08:00:27:91:fd:44","192.168.56.52","10.0.2.15","6"
"96","Dec 31, 2009 18:00:45.284422000 CST","08:00:27:91:fd:44","52:54:00:12:35:02","10.0.2.15","192.168.56.52","6"
"97","Dec 31, 2009 18:00:45.626714000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"98","Dec 31, 2009 18:00:47.129121000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"99","Dec 31, 2009 18:00:48.132623000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"100","Dec 31, 2009 18:00:49.132287000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"101","Dec 31, 2009 18:00:50.133872000 CST","08:00:27:91:fd:44","ff:ff:ff:ff:ff:ff","10.0.2.15","10.0.2.255","17"
"102","Dec 31, 2009 18:00:59.628450000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","0.0.0.0","255.255.255.255","17"
"103","Dec 31, 2009 18:00:59.628703000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","10.0.3.2","10.0.3.15","17"
"104","Dec 31, 2009 18:00:59.631099000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","0.0.0.0","255.255.255.255","17"
"105","Dec 31, 2009 18:00:59.631215000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","10.0.3.2","10.0.3.15","17"
"106","Dec 31, 2009 18:00:59.637850000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff",,,
"107","Dec 31, 2009 18:01:00.156556000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff",,,
"108","Dec 31, 2009 18:01:01.160282000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff",,,
"109","Dec 31, 2009 18:01:02.250847000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","10.0.3.15","10.0.3.255","17"
"110","Dec 31, 2009 18:01:02.296345000 CST","08:00:27:ba:0b:03","01:00:5e:00:00:16","10.0.3.15","224.0.0.22","2"
"111","Dec 31, 2009 18:01:02.296468000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","10.0.3.2","10.0.3.15","1"
"112","Dec 31, 2009 18:01:02.993280000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","10.0.3.15","10.0.3.255","17"
"113","Dec 31, 2009 18:01:03.171546000 CST","08:00:27:ba:0b:03","01:00:5e:00:00:16","10.0.3.15","224.0.0.22","2"
"114","Dec 31, 2009 18:01:03.171632000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","10.0.3.2","10.0.3.15","1"
"115","Dec 31, 2009 18:01:03.744610000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","10.0.3.15","10.0.3.255","17"
"116","Dec 31, 2009 18:01:04.494215000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","10.0.3.15","10.0.3.255","17"
"117","Dec 31, 2009 18:01:05.245210000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","10.0.3.15","10.0.3.255","17"
"118","Dec 31, 2009 18:01:05.996344000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","10.0.3.15","10.0.3.255","17"
"119","Dec 31, 2009 18:01:06.747312000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","10.0.3.15","10.0.3.255","17"
"120","Dec 31, 2009 18:01:07.501803000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","10.0.3.15","10.0.3.255","17"
"121","Dec 31, 2009 18:01:08.250431000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","10.0.3.15","10.0.3.255","17"
"122","Dec 31, 2009 18:01:08.251872000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff","10.0.3.15","10.0.3.255","17"
"123","Dec 31, 2009 18:01:08.541150000 CST","08:00:27:ba:0b:03","ff:ff:ff:ff:ff:ff",,,
"124","Dec 31, 2009 18:01:08.541698000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03",,,
"125","Dec 31, 2009 18:01:08.542524000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.50","6"
"126","Dec 31, 2009 18:01:08.544497000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"127","Dec 31, 2009 18:01:08.551621000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.50","6"
"128","Dec 31, 2009 18:01:08.555061000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.50","6"
"129","Dec 31, 2009 18:01:08.555219000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"130","Dec 31, 2009 18:01:08.558964000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"131","Dec 31, 2009 18:01:08.559015000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"132","Dec 31, 2009 18:01:08.560731000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.50","6"
"133","Dec 31, 2009 18:01:08.623017000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.50","6"
"134","Dec 31, 2009 18:01:08.626634000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"135","Dec 31, 2009 18:01:08.633385000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"136","Dec 31, 2009 18:01:08.633470000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"137","Dec 31, 2009 18:01:08.633504000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"138","Dec 31, 2009 18:01:08.643936000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.50","6"
"139","Dec 31, 2009 18:01:08.643969000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.50","6"
"140","Dec 31, 2009 18:01:08.645669000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"141","Dec 31, 2009 18:01:08.760202000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.50","6"
"142","Dec 31, 2009 18:01:08.777560000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.52","6"
"143","Dec 31, 2009 18:01:08.784033000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.52","10.0.3.15","6"
"144","Dec 31, 2009 18:01:08.784074000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.50","6"
"145","Dec 31, 2009 18:01:08.784230000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"146","Dec 31, 2009 18:01:08.787062000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.52","6"
"147","Dec 31, 2009 18:01:08.787534000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"148","Dec 31, 2009 18:01:08.821732000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.50","6"
"149","Dec 31, 2009 18:01:08.821884000 CST","52:54:00:12:35:00","08:00:27:ba:0b:03","192.168.56.50","10.0.3.15","6"
"150","Dec 31, 2009 18:01:08.823243000 CST","08:00:27:ba:0b:03","52:54:00:12:35:02","10.0.3.15","192.168.56.52","6"
